OG0000000	sp|C0HL66|H33A_DROME Histone H3.3A OS=Drosophila melanogaster OX=7227 GN=His3.3A PE=1 SV=1
OG0000205	sp|Q9JIP0|TRPV5_RAT Transient receptor potential cation channel subfamily V member 5 OS=Rattus norvegicus OX=10116 GN=Trpv5 PE=1 SV=1
OG0000207	sp|Q6NT16|S18B1_HUMAN MFS-type transporter SLC18B1 OS=Homo sapiens OX=9606 GN=SLC18B1 PE=1 SV=1
OG0000208	sp|O18783|PLMN_MACEU Plasminogen OS=Macropus eugenii OX=9315 GN=PLG PE=2 SV=1
OG0000209	sp|Q8NHY0|B4GN2_HUMAN Beta-14 N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B4GALNT2 PE=1 SV=2
OG0000210	sp|P08299|PR1A_TOBAC Pathogenesis-related protein 1A OS=Nicotiana tabacum OX=4097 PE=1 SV=1
OG0000211	sp|Q9NRA2|S17A5_HUMAN Sialin OS=Homo sapiens OX=9606 GN=SLC17A5 PE=1 SV=2
OG0000213	sp|Q3UZD5|PRDM6_MOUSE Putative histone-lysine N-methyltransferase PRDM6 OS=Mus musculus OX=10090 GN=Prdm6 PE=1 SV=1
OG0000214	sp|P08519|APOA_HUMAN Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1
OG0000216	sp|Q9UQB3|CTND2_HUMAN Catenin delta-2 OS=Homo sapiens OX=9606 GN=CTNND2 PE=1 SV=3
OG0000217	sp|Q8BLS7|SWAHA_MOUSE Ankyrin repeat domain-containing protein SOWAHA OS=Mus musculus OX=10090 GN=Sowaha PE=1 SV=2
OG0000218	sp|A2Y4R8|ALFL5_ORYSI PHD finger protein ALFIN-LIKE 5 OS=Oryza sativa subsp. indica OX=39946 GN=OsI_19996 PE=3 SV=1
OG0000219	sp|P16425|Y2R2_DROME Putative 115 kDa protein in type-1 retrotransposable element R1DM OS=Drosophila melanogaster OX=7227 GN=R1A1-element\ORF2 PE=4 SV=1
OG0000221	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0000222	sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3
OG0000223	sp|O86236|Y132A_HAEIN Uncharacterized transposase-like protein HI_1328.1 OS=Haemophilus influenzae (strain ATCC 51907 / Rd) OX=71421 GN=HI_1328.1 PE=4 SV=1
OG0000224	sp|P53474|ACTE_STRPU Actin cytoskeletal 3A OS=Strongylocentrotus purpuratus OX=7668 GN=CYIIIA PE=3 SV=1
OG0000225	sp|Q9YHZ5|PIM2_DANRE Serine/threonine-protein kinase pim-2 OS=Danio rerio OX=7955 GN=pim2 PE=2 SV=2
OG0000227	sp|Q9M364|ATX3_ARATH Histone-lysine N-methyltransferase ATX3 OS=Arabidopsis thaliana OX=3702 GN=ATX3 PE=2 SV=2
OG0000228	sp|P00765|TRYP_ASTAS Trypsin-1 OS=Astacus astacus OX=6715 PE=1 SV=1
OG0000229	sp|P14417|APOA_MACMU Apolipoprotein(a) (Fragment) OS=Macaca mulatta OX=9544 GN=LPA PE=2 SV=1
OG0000230	sp|P51990|RO22_XENLA Heterogeneous nuclear ribonucleoprotein A2 homolog 2 OS=Xenopus laevis OX=8355 PE=2 SV=1
OG0000231	sp|P09917|LOX5_HUMAN Arachidonate 5-lipoxygenase OS=Homo sapiens OX=9606 GN=ALOX5 PE=1 SV=2
OG0000233	sp|P20918|PLMN_MOUSE Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3
OG0000234	sp|Q9XIA9|LACS2_ARATH Long chain acyl-CoA synthetase 2 OS=Arabidopsis thaliana OX=3702 GN=LACS2 PE=2 SV=1
OG0000235	sp|Q99542|MMP19_HUMAN Matrix metalloproteinase-19 OS=Homo sapiens OX=9606 GN=MMP19 PE=1 SV=1
OG0000236	sp|Q09470|KCNA1_HUMAN Potassium voltage-gated channel subfamily A member 1 OS=Homo sapiens OX=9606 GN=KCNA1 PE=1 SV=2
OG0000237	sp|Q95LI3|ZFY_BOVIN Zinc finger Y-chromosomal protein OS=Bos taurus OX=9913 GN=ZFY PE=2 SV=1
OG0000238	sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
OG0000239	sp|Q91ZH7|ABHD3_MOUSE Phospholipase ABHD3 OS=Mus musculus OX=10090 GN=Abhd3 PE=1 SV=1
OG0000240	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0000241	sp|Q9VCA2|ORCT_DROME Organic cation transporter protein OS=Drosophila melanogaster OX=7227 GN=Orct PE=1 SV=1
OG0000242	sp|Q80ZA4|PKHL1_MOUSE Fibrocystin-L OS=Mus musculus OX=10090 GN=Pkhd1l1 PE=1 SV=1
OG0000243	sp|Q9Y496|KIF3A_HUMAN Kinesin-like protein KIF3A OS=Homo sapiens OX=9606 GN=KIF3A PE=1 SV=4
OG0000244	sp|Q03274|PO22_POPJA Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) OS=Popillia japonica OX=7064 PE=3 SV=1
OG0000246	sp|P0CH28|UBC_BOVIN Polyubiquitin-C OS=Bos taurus OX=9913 GN=UBC PE=1 SV=1
OG0000247	sp|O35604|NPC1_MOUSE NPC intracellular cholesterol transporter 1 OS=Mus musculus OX=10090 GN=Npc1 PE=1 SV=2
OG0000249	sp|Q62217|SEM5A_MOUSE Semaphorin-5A OS=Mus musculus OX=10090 GN=Sema5a PE=2 SV=1
OG0000250	sp|P52015|CYP7_CAEEL Peptidyl-prolyl cis-trans isomerase 7 OS=Caenorhabditis elegans OX=6239 GN=cyn-7 PE=1 SV=2
OG0000251	sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1
OG0000252	sp|P26009|ITA8_CHICK Integrin alpha-8 OS=Gallus gallus OX=9031 GN=ITGA8 PE=1 SV=1
OG0000253	sp|P20023|CR2_HUMAN Complement receptor type 2 OS=Homo sapiens OX=9606 GN=CR2 PE=1 SV=2
OG0000255	sp|A0A0R4IBK5|R213A_DANRE E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1
OG0000256	sp|A1A4K8|U2AF1_BOVIN Splicing factor U2AF 35 kDa subunit OS=Bos taurus OX=9913 GN=U2AF1 PE=2 SV=1
OG0000257	sp|Q02053|UBA1_MOUSE Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus OX=10090 GN=Uba1 PE=1 SV=1
OG0000258	sp|O00370|LORF2_HUMAN LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1
OG0000259	sp|O17798|FKPC1_CAEEL Furin-like protease kpc-1 OS=Caenorhabditis elegans OX=6239 GN=kpc-1 PE=1 SV=3
OG0000260	sp|P0CT41|TF212_SCHPO Transposon Tf2-12 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=Tf2-12 PE=3 SV=1
OG0000261	sp|O76082|S22A5_HUMAN Solute carrier family 22 member 5 OS=Homo sapiens OX=9606 GN=SLC22A5 PE=1 SV=1
OG0000262	sp|Q9DER7|TLL1_CHICK Tolloid-like protein 1 OS=Gallus gallus OX=9031 GN=TLL1 PE=2 SV=1
OG0000263	sp|O42248|GBLP_DANRE Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Danio rerio OX=7955 GN=gnb2l1 PE=2 SV=1
OG0000264	sp|Q9LQU4|PCR2_ARATH Protein PLANT CADMIUM RESISTANCE 2 OS=Arabidopsis thaliana OX=3702 GN=PCR2 PE=1 SV=1
OG0000265	sp|Q9W5U2|CHI10_DROME Probable chitinase 10 OS=Drosophila melanogaster OX=7227 GN=Cht10 PE=2 SV=2
OG0000266	sp|P18433|PTPRA_HUMAN Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens OX=9606 GN=PTPRA PE=1 SV=3
OG0000267	sp|P20918|PLMN_MOUSE Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3
OG0000268	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0000269	sp|Q9WVK8|CP46A_MOUSE Cholesterol 24-hydroxylase OS=Mus musculus OX=10090 GN=Cyp46a1 PE=1 SV=1
OG0000270	sp|P34257|TC3A_CAEEL Transposable element Tc3 transposase OS=Caenorhabditis elegans OX=6239 GN=tc3a PE=1 SV=1
OG0000271	sp|Q9I829|KCNA1_ONCMY Shaker-related potassium channel tsha2 OS=Oncorhynchus mykiss OX=8022 PE=2 SV=1
OG0000272	sp|Q91X45|ZBTB3_MOUSE Zinc finger and BTB domain-containing protein 3 OS=Mus musculus OX=10090 GN=Zbtb3 PE=2 SV=3
OG0000273	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0000275	sp|P61209|ARF1_DROME ADP-ribosylation factor 1 OS=Drosophila melanogaster OX=7227 GN=Arf79F PE=1 SV=2
OG0000276	sp|Q69ZU6|THS7A_MOUSE Thrombospondin type-1 domain-containing protein 7A OS=Mus musculus OX=10090 GN=Thsd7a PE=1 SV=2
OG0000277	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0000279	sp|O75762|TRPA1_HUMAN Transient receptor potential cation channel subfamily A member 1 OS=Homo sapiens OX=9606 GN=TRPA1 PE=1 SV=3
OG0000280	sp|Q6DHF9|SIX1A_DANRE Homeobox protein six1a OS=Danio rerio OX=7955 GN=six1a PE=2 SV=2
OG0000281	sp|P30427|PLEC_RAT Plectin OS=Rattus norvegicus OX=10116 GN=Plec PE=1 SV=2
OG0000283	sp|Q8R151|ZNFX1_MOUSE NFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3
OG0000284	sp|Q9VE46|SC5A7_DROME High-affinity choline transporter 1 OS=Drosophila melanogaster OX=7227 GN=CG7708 PE=2 SV=2
OG0000285	sp|Q7Z408|CSMD2_HUMAN CUB and sushi domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CSMD2 PE=1 SV=2
OG0000286	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0000288	sp|Q8BML1|MICA2_MOUSE
OG0000289	sp|P07228|ITB1_CHICK Integrin beta-1 OS=Gallus gallus OX=9031 GN=ITGB1 PE=1 SV=1
OG0000290	sp|A5PK63|RS17_BOVIN 40S ribosomal protein S17 OS=Bos taurus OX=9913 GN=RPS17 PE=2 SV=1
OG0000291	sp|P40806|PKSJ_BACSU Polyketide synthase PksJ OS=Bacillus subtilis (strain FGSC A4 / M139) OX=227321 GN=easB PE=3 SV=1
OG0000292	sp|Q01177|PLMN_RAT Plasminogen OS=Rattus norvegicus OX=10116 GN=Plg PE=2 SV=2
OG0000293	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0000294	sp|Q5XH16|NH2L1_XENLA NHP2-like protein 1 OS=Xenopus laevis OX=8355 GN=snu13 PE=2 SV=1
OG0000295	sp|Q1JP63|SVOP_BOVIN Synaptic vesicle 2-related protein OS=Bos taurus OX=9913 GN=SVOP PE=2 SV=1
OG0000296	sp|Q2XWK0|SVOP_XENLA Synaptic vesicle 2-related protein OS=Xenopus laevis OX=8355 GN=svop PE=2 SV=1
OG0000297	sp|A6H8T7|CBPC2_DANRE Cytosolic carboxypeptidase 2 OS=Danio rerio OX=7955 GN=zte25 PE=2 SV=1
OG0000298	sp|Q9NBX4|RTXE_DROME Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster OX=7227 GN=X-element\ORF2 PE=3 SV=1
OG0000299	sp|Q8IWV8|UBR2_HUMAN E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens OX=9606 GN=UBR2 PE=1 SV=1
OG0000300	sp|Q9US38|YFZ3_SCHPO AB hydrolase superfamily protein C1039.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC1039.03 PE=3 SV=1
OG0000302	sp|P07164|AEQ1_AEQVI Aequorin-1 OS=Aequorea victoria OX=6100 PE=1 SV=1
OG0000303	sp|P36514|UD2C1_RABIT UDP-glucuronosyltransferase 2C1 (Fragment) OS=Oryctolagus cuniculus OX=9986 GN=UGT2C1 PE=2 SV=1
OG0000304	sp|O18783|PLMN_MACEU Plasminogen OS=Macropus eugenii OX=9315 GN=PLG PE=2 SV=1
OG0000305	sp|Q92005|EF1A_DANRE Elongation factor 1-alpha OS=Danio rerio OX=7955 GN=eef1a PE=2 SV=1
OG0000306	sp|Q13976|KGP1_HUMAN cGMP-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PRKG1 PE=1 SV=3
OG0000307	sp|Q76EC5|CHST9_MOUSE Carbohydrate sulfotransferase 9 OS=Mus musculus OX=10090 GN=Chst9 PE=2 SV=1
OG0000308	sp|Q80XP9|WNK3_MOUSE Serine/threonine-protein kinase WNK3 OS=Mus musculus OX=10090 GN=Wnk3 PE=1 SV=3
OG0000309	sp|P06868|PLMN_BOVIN Plasminogen OS=Bos taurus OX=9913 GN=PLG PE=1 SV=2
OG0000310	sp|Q28204|KCMA1_BOVIN Calcium-activated potassium channel subunit alpha-1 OS=Bos taurus OX=9913 GN=KCNMA1 PE=1 SV=2
OG0000311	sp|Q9R013|CATF_MOUSE Cathepsin F OS=Mus musculus OX=10090 GN=Ctsf PE=1 SV=1
OG0000312	sp|P14350|POL_FOAMV Pro-Pol polyprotein OS=Human spumaretrovirus OX=11963 GN=pol PE=1 SV=2
OG0000313	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0000314	sp|Q9I928|FUCL4_ANGJA Fucolectin-4 OS=Anguilla japonica OX=7937 PE=2 SV=1
OG0000315	sp|F1LPQ2|ASCC3_RAT Activating signal cointegrator 1 complex subunit 3 OS=Rattus norvegicus OX=10116 GN=Ascc3 PE=1 SV=3
OG0000316	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0000317	sp|D3Z5L6|S18B1_MOUSE MFS-type transporter SLC18B1 OS=Mus musculus OX=10090 GN=Slc18b1 PE=2 SV=2
OG0000318	sp|O02751|CFDP2_BOVIN Craniofacial development protein 2 OS=Bos taurus OX=9913 GN=CFDP2 PE=1 SV=2
OG0000319	sp|Q24498|RYR_DROME Ryanodine receptor OS=Drosophila melanogaster OX=7227 GN=RyR PE=1 SV=3
OG0000320	sp|P16020|IPNS_FLASS Isopenicillin N synthase OS=Flavobacterium sp. (strain SC 12154) OX=241 GN=pcbC PE=3 SV=1
OG0000322	sp|Q8JI28|TLL1_XENLA Tolloid-like protein 1 OS=Xenopus laevis OX=8355 GN=tll1 PE=1 SV=1
OG0000323	sp|P07304|TBA1_STYLE Tubulin alpha-1 chain OS=Stylonychia lemnae OX=5949 PE=3 SV=2
OG0000324	sp|Q9SYI2|AB3B_ARATH ABC transporter B family member 3 OS=Dictyostelium discoideum OX=44689 GN=abcB3 PE=3 SV=1
OG0000325	sp|Q9UKQ2|ADA28_HUMAN Disintegrin and metalloproteinase domain-containing protein 28 OS=Homo sapiens OX=9606 GN=ADAM28 PE=2 SV=3
OG0000326	sp|Q5REV9|NPT2B_PONAB Sodium-dependent phosphate transport protein 2B OS=Pongo abelii OX=9601 GN=SLC34A2 PE=2 SV=1
OG0000327	sp|Q75WE7|VWA5A_RAT von Willebrand factor A domain-containing protein 5A OS=Rattus norvegicus OX=10116 GN=Vwa5a PE=2 SV=1
OG0000328	sp|Q6WV16|GALT6_DROME N-acetylgalactosaminyltransferase 6 OS=Drosophila melanogaster OX=7227 GN=pgant6 PE=2 SV=2
OG0000329	sp|P10649|GSTM1_MOUSE Glutathione S-transferase Mu 1 OS=Mus musculus OX=10090 GN=Gstm1 PE=1 SV=2
OG0000330	sp|Q99999|G3ST1_HUMAN Galactosylceramide sulfotransferase OS=Homo sapiens OX=9606 GN=GAL3ST1 PE=1 SV=1
OG0000331	sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1
OG0000332	sp|Q59002|Y1607_METJA Uncharacterized glycosyltransferase MJ1607 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / NBRC 100440) OX=243232 GN=MJ1607 PE=3 SV=1
OG0000333	sp|Q9BRQ0|PYGO2_HUMAN Pygopus homolog 2 OS=Homo sapiens OX=9606 GN=PYGO2 PE=1 SV=2
OG0000334	sp|Q9U518|ASPG_DIRIM L-asparaginase OS=Dirofilaria immitis OX=6287 PE=1 SV=1
OG0000335	sp|A6QLR4|FLOT2_BOVIN Flotillin-2 OS=Bos taurus OX=9913 GN=FLOT2 PE=2 SV=1
OG0000337	sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2
OG0000338	sp|Q3TZA2|CDKL4_MOUSE Cyclin-dependent kinase-like 4 OS=Mus musculus OX=10090 GN=Cdkl4 PE=2 SV=1
OG0000341	sp|Q5ZLL1|KC1E_CHICK Casein kinase I isoform epsilon OS=Gallus gallus OX=9031 GN=CSNK1E PE=2 SV=2
OG0000342	sp|O45782|ARD17_CAEEL Arrestin domain-containing protein 17 OS=Caenorhabditis elegans OX=6239 GN=arrd-17 PE=1 SV=2
OG0000343	sp|O22941|IDE1_ARATH Insulin-degrading enzyme-like 1 peroxisomal OS=Arabidopsis thaliana OX=3702 GN=PXM16 PE=2 SV=1
OG0000344	sp|Q01177|PLMN_RAT Plasminogen OS=Rattus norvegicus OX=10116 GN=Plg PE=2 SV=2
OG0000345	sp|Q5YCC5|TMC7_CHICK Transmembrane channel-like protein 7 OS=Gallus gallus OX=9031 GN=Tmc7 PE=2 SV=1
OG0000346	sp|A7Y7X5|ZN711_DANRE Zinc finger protein 711 OS=Danio rerio OX=7955 GN=znf711 PE=1 SV=1
OG0000348	sp|Q5PQ23|ODFP2_XENLA Outer dense fiber protein 2 OS=Xenopus laevis OX=8355 GN=odf2 PE=2 SV=1
OG0000349	sp|O08605|MKNK1_MOUSE MAP kinase-interacting serine/threonine-protein kinase 1 OS=Mus musculus OX=10090 GN=Mknk1 PE=1 SV=2
OG0000350	sp|Q8IYR6|TEFF1_HUMAN Tomoregulin-1 OS=Homo sapiens OX=9606 GN=TMEFF1 PE=1 SV=1
OG0000352	sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2
OG0000353	sp|Q28422|CXCR2_GORGO C-X-C chemokine receptor type 2 (Fragment) OS=Gorilla gorilla OX=9595 GN=CXCR2 PE=3 SV=1
OG0000354	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0000355	sp|P20662|ZFY2_MOUSE Zinc finger Y-chromosomal protein 2 OS=Mus musculus OX=10090 GN=Zfy2 PE=2 SV=2
OG0000356	sp|Q3ZBT1|TERA_BOVIN Transitional endoplasmic reticulum ATPase OS=Bos taurus OX=9913 GN=VCP PE=2 SV=1
OG0000357	sp|O44827|FGT1_CAEEL Facilitated glucose transporter protein 1 OS=Caenorhabditis elegans OX=6239 GN=fgt-1 PE=1 SV=2
OG0000358	sp|Q91YD4|TRPM2_MOUSE Transient receptor potential cation channel subfamily M member 2 OS=Mus musculus OX=10090 GN=Trpm2 PE=1 SV=2
OG0000359	sp|P04464|CALM_WHEAT Calmodulin OS=Triticum aestivum OX=4565 PE=1 SV=3
OG0000361	sp|Q3ZBH3|CD151_BOVIN CD151 antigen OS=Bos taurus OX=9913 GN=CD151 PE=2 SV=1
OG0000362	sp|Q9VGI8|BLM_DROME Bloom syndrome protein homolog OS=Drosophila melanogaster OX=7227 GN=Blm PE=1 SV=1
OG0000363	sp|Q8CIF6|SIDT2_MOUSE SID1 transmembrane family member 2 OS=Mus musculus OX=10090 GN=Sidt2 PE=1 SV=1
OG0000365	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0000366	sp|P54680|FIMB_DICDI Fimbrin OS=Dictyostelium discoideum OX=44689 GN=fimA PE=2 SV=2
OG0000367	sp|P21158|CSGA_MYXXA C-factor OS=Myxococcus xanthus OX=34 GN=csgA PE=1 SV=1
OG0000368	sp|Q6GMG8|LITAF_DANRE Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog OS=Danio rerio OX=7955 GN=litaf PE=2 SV=1
OG0000369	sp|G5EGL9|AFF1_CAEEL Cell fusion protein aff-1 OS=Caenorhabditis elegans OX=6239 GN=aff-1 PE=2 SV=1
OG0000370	sp|Q5VZK9|CARL1_HUMAN F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1
OG0000371	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0000372	sp|P08519|APOA_HUMAN Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1
OG0000374	sp|O60242|AGRB3_HUMAN Adhesion G protein-coupled receptor B3 OS=Homo sapiens OX=9606 GN=ADGRB3 PE=1 SV=2
OG0000375	sp|Q8BM89|ARSJ_MOUSE Arylsulfatase J OS=Mus musculus OX=10090 GN=Arsj PE=2 SV=1
OG0000376	sp|Q92536|YLAT2_HUMAN Y+L amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A6 PE=1 SV=3
OG0000377	sp|P07439|LEC3_MEGRO Lectin BRA-3 OS=Megabalanus rosa OX=6680 PE=1 SV=2
OG0000378	sp|Q54R82|MKKA_DICDI Mitogen-activated protein kinase A OS=Dictyostelium discoideum OX=44689 GN=mkkA PE=1 SV=2
OG0000379	sp|P06868|PLMN_BOVIN Plasminogen OS=Bos taurus OX=9913 GN=PLG PE=1 SV=2
OG0000380	sp|Q5EAC6|CDC37_BOVIN Hsp90 co-chaperone Cdc37 OS=Bos taurus OX=9913 GN=CDC37 PE=2 SV=1
OG0000381	sp|Q6ZWJ8|KCP_HUMAN Kielin/chordin-like protein OS=Homo sapiens OX=9606 GN=KCP PE=2 SV=3
OG0000382	sp|P25782|CYSP2_HOMAM Digestive cysteine proteinase 2 OS=Homarus americanus OX=6706 GN=LCP2 PE=2 SV=1
OG0000383	sp|P53486|ACTB3_TAKRU Actin cytoplasmic 3 OS=Takifugu rubripes OX=31033 GN=actbc PE=2 SV=1
OG0000384	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0000386	sp|Q588U8|CFDP2_TRAJA Craniofacial development protein 2 OS=Tragulus javanicus OX=9849 GN=CFDP2 PE=2 SV=1
OG0000387	sp|P00785|ACTN_ACTCH Actinidain OS=Actinidia chinensis OX=3625 PE=1 SV=4
OG0000388	sp|Q7T3E5|KAT3_DANRE Kynurenine--oxoglutarate transaminase 3 OS=Danio rerio OX=7955 GN=kyat3 PE=2 SV=2
OG0000389	sp|Q62417|SRBS1_MOUSE Sorbin and SH3 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sorbs1 PE=1 SV=2
OG0000390	sp|Q5E6B7|RNFB_ALIF1 Ion-translocating oxidoreductase complex subunit B OS=Aliivibrio fischeri (strain ATCC 700601 / ES114) OX=312309 GN=rnfB PE=3 SV=1
OG0000391	sp|F8WLE0|KIF28_RAT Kinesin-like protein KIF28P OS=Rattus norvegicus OX=10116 GN=Kif28p PE=2 SV=1
OG0000392	sp|Q05A13|S16C6_MOUSE Short-chain dehydrogenase/reductase family 16C member 6 OS=Mus musculus OX=10090 GN=Sdr16c6 PE=2 SV=1
OG0000393	sp|Q8JGT4|UN5BA_XENLA Netrin receptor UNC5B-a OS=Xenopus laevis OX=8355 GN=unc5b-a PE=2 SV=1
OG0000394	sp|Q05A13|S16C6_MOUSE Short-chain dehydrogenase/reductase family 16C member 6 OS=Mus musculus OX=10090 GN=Sdr16c6 PE=2 SV=1
OG0000395	sp|Q2XVR6|SC4AB_TAKRU Sodium channel protein type 4 subunit alpha B OS=Takifugu rubripes OX=31033 GN=scn4ab PE=3 SV=1
OG0000396	sp|P50430|ARSB_RAT Arylsulfatase B OS=Rattus norvegicus OX=10116 GN=Arsb PE=2 SV=2
OG0000397	sp|Q8N8U9|BMPER_HUMAN BMP-binding endothelial regulator protein OS=Homo sapiens OX=9606 GN=BMPER PE=1 SV=3
OG0000398	sp|Q9VT65|CANB_DROME Calpain-B OS=Drosophila melanogaster OX=7227 GN=CalpB PE=1 SV=2
OG0000399	sp|P06868|PLMN_BOVIN Plasminogen OS=Bos taurus OX=9913 GN=PLG PE=1 SV=2
OG0000400	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0000401	sp|Q8BM89|ARSJ_MOUSE Arylsulfatase J OS=Mus musculus OX=10090 GN=Arsj PE=2 SV=1
OG0000402	sp|P04464|CALM_WHEAT Calmodulin OS=Triticum aestivum OX=4565 PE=1 SV=3
OG0000403	sp|O75897|ST1C4_HUMAN Sulfotransferase 1C4 OS=Homo sapiens OX=9606 GN=SULT1C4 PE=1 SV=2
OG0000404	sp|P78563|RED1_HUMAN Double-stranded RNA-specific editase 1 OS=Homo sapiens OX=9606 GN=ADARB1 PE=1 SV=1
OG0000405	sp|Q9D8W5|PSD12_MOUSE 26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus OX=10090 GN=Psmd12 PE=1 SV=4
OG0000407	sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3
OG0000408	sp|Q9QWN8|SPTN2_RAT Spectrin beta chain non-erythrocytic 2 OS=Rattus norvegicus OX=10116 GN=Sptbn2 PE=1 SV=2
OG0000409	sp|Q8L817|ATCA7_ARATH Alpha carbonic anhydrase 7 OS=Arabidopsis thaliana OX=3702 GN=ACA7 PE=2 SV=1
OG0000410	sp|Q9LJU7|PPA18_ARATH Purple acid phosphatase 18 OS=Arabidopsis thaliana OX=3702 GN=PAP18 PE=2 SV=1
OG0000411	sp|Q15147|PLCB4_HUMAN 1-phosphatidylinositol 45-bisphosphate phosphodiesterase beta-4 OS=Homo sapiens OX=9606 GN=PLCB4 PE=1 SV=3
OG0000412	sp|O43432|IF4G3_HUMAN Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2
OG0000413	sp|P53460|ACT1_HALRO Actin muscle 1A OS=Halocynthia roretzi OX=7729 GN=MA1A PE=3 SV=1
OG0000414	sp|A2VDD2|TC1DB_XENLA Tctex1 domain-containing protein 1-B (Fragment) OS=Xenopus laevis OX=8355 GN=tctex1d1-b PE=2 SV=1
OG0000415	sp|Q9D1I5|MCEE_MOUSE Methylmalonyl-CoA epimerase mitochondrial OS=Mus musculus OX=10090 GN=Mcee PE=1 SV=1
OG0000416	sp|Q17134|TBXT1_BRAFL T-box transcription factor T homolog 1 OS=Branchiostoma floridae OX=7739 GN=TBXT PE=2 SV=1
